Begin Time (s)	End Time (s)	Begin File	File Offset (s)	Begin Path	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File.1	Treatment	Saturation	selec.file	ID	year	extsn	cuts	org.sound.file	old.selec
116.426671628	116.553157433	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	31.346671628	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	48	Spectrogram 1	1	3529.4	11647.1	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	19
116.936976426	117.059100651	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	31.856976426	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	49	Spectrogram 1	1	3705.9	11294.1	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	20
117.517066496	117.617382823	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	32.437066496	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	50	Spectrogram 1	1	3529.4	11647.1	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	21
118.005563396	118.132049201	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	32.925563396	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	51	Spectrogram 1	1	3705.9	12176.5	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	22
118.642353999	118.768839803	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	33.562353999	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	52	Spectrogram 1	1	3352.9	11823.5	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	23
119.117766161	119.252975125	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	34.037766161	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	53	Spectrogram 1	1	4058.8	10764.7	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	24
119.62370938	119.767641502	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	34.54370938	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	54	Spectrogram 1	1	3000	11470.6	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	25
120.286669459	120.395708946	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	35.206669459	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	55	Spectrogram 1	1	2647.1	11823.5	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction	NA	0.TR2.2013.4.16.07.03.(1)-C12_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	26
122.39451302	122.569402032	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.28251302	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	56	Spectrogram 1	1	3618.7	9483.5	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	Before_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	1
123.080616067	123.21963041	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.968616067	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	57	Spectrogram 1	1	3369.2	9608.3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	Before_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	2
123.910217791	124.049232134	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	1.798217791	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	58	Spectrogram 1	1	3119.6	8984.4	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	Before_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	3
124.600805172	124.739819515	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	2.488805172	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	59	Spectrogram 1	1	3119.6	9483.5	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	Before_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	4
127.17929702	127.304858362	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	5.06729702	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	60	Spectrogram 1	1	3119.6	9358.8	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	Before_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	5
172.471066821	172.596628163	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	50.359066821	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	61	Spectrogram 1	1	2870	9109.2	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	6
172.932953186	173.054030195	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	50.820953186	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	62	Spectrogram 1	1	3493.9	8610.1	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	7
173.435198554	173.56524423	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	51.323198554	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	63	Spectrogram 1	1	3493.9	8984.4	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	8
173.937443923	174.071973932	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	51.825443923	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	64	Spectrogram 1	1	3493.9	8485.3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	9
174.42623629	174.569734966	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	52.31423629	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	65	Spectrogram 1	1	3743.5	8610.1	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	10
174.950903326	175.094402003	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	52.838903326	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	66	Spectrogram 1	1	3618.7	9358.8	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	11
175.403821024	175.538351033	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	53.291821024	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	67	Spectrogram 1	1	3993.1	8734.8	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	After_interaction	NA	0.TR2.2013.4.20.09.29.(1)-C1_audio.Table.1.selections.txt	0	2013	mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	0.TR2.2013.4.20.09.29.(1)-C1_audio.mp3	12
176.300971491	176.461174756	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.332971491	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	68	Spectrogram 1	1	2647.1	10588.2	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	1
176.847547336	177.010891841	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.879547336	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	69	Spectrogram 1	1	2470.6	10941.2	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	2
177.431818066	177.58573885	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	1.463818066	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	70	Spectrogram 1	1	2470.6	10764.7	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	3
177.928134063	178.085196087	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	1.960134063	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	71	Spectrogram 1	1	2823.5	10058.8	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	4
178.518687274	178.691455501	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	2.550687274	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	72	Spectrogram 1	1	3529.4	11294.1	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	5
179.043274436	179.203477701	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	3.075274436	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	73	Spectrogram 1	1	2647.1	9882.4	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	6
179.602415242	179.756336026	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	3.634415242	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	74	Spectrogram 1	1	2470.6	10058.8	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	Before_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	7
196.05623291	196.178741289	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	20.08823291	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	75	Spectrogram 1	1	3529.4	11823.5	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	8
196.599667514	196.756729538	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	20.631667514	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	76	Spectrogram 1	1	3176.5	12176.5	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	9
197.183938244	197.325294066	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	21.215938244	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	77	Spectrogram 1	1	2823.5	11294.1	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	10
197.661406799	197.79962138	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	21.693406799	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	78	Spectrogram 1	1	2647.1	11117.6	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	11
198.142016593	198.289654896	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	22.174016593	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	79	Spectrogram 1	1	2117.6	11647.1	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	12
198.782829652	198.936750436	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	22.814829652	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	80	Spectrogram 1	1	2117.6	11823.5	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	13
199.241450763	199.392230306	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	23.273450763	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	81	Spectrogram 1	1	1941.2	12000	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	14
199.706354355	199.857133898	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	23.738354355	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	82	Spectrogram 1	1	1411.8	12705.9	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	15
200.199529111	200.350308654	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	24.231529111	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	83	Spectrogram 1	1	1411.8	11470.6	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	After_interaction	NA	0.TR2.2014.4.4.8.10.MOV-C7_audio.Table.1.selections.txt	0	2014	mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	0.TR2.2014.4.4.8.10.MOV-C7_audio.mp3	16
203.541208527	203.715219728	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	0.909208527	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	84	Spectrogram 1	1	1764.7	12176.5	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	1
204.437366214	204.567874615	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	1.805366214	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	85	Spectrogram 1	1	2470.6	10588.2	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	2
205.20736578	205.346574741	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	2.57536578	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	86	Spectrogram 1	1	2647.1	12882.4	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	3
206.033918986	206.181828508	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	3.401918986	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	87	Spectrogram 1	1	2823.5	13235.3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	4
206.625557071	206.786517432	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	3.993557071	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	88	Spectrogram 1	1	2117.6	12882.4	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	5
207.521714759	207.68267512	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	4.889714759	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	89	Spectrogram 1	1	2470.6	12705.9	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	6
232.065994675	232.209553916	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	29.433994675	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	90	Spectrogram 1	1	1411.8	12000	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	7
232.827293681	232.966502642	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	30.195293681	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	91	Spectrogram 1	1	3000	11823.5	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	8
233.636445768	233.766954169	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	31.004445768	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	92	Spectrogram 1	1	1764.7	11294.1	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	9
234.262886092	234.397744773	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	31.630886092	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	93	Spectrogram 1	1	1764.7	11647.1	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	10
234.950230338	235.089439299	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	32.318230338	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	94	Spectrogram 1	1	1941.2	9705.9	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	11
235.615823183	235.741981304	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	32.983823183	/home/m/Dropbox/Projects/lbh_song_amplitude/data/raw/cuts/108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	95	Spectrogram 1	1	1411.8	12000	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction	NA	108.LOC.2013.4.10.07.16.(1)-C2_audio.Table.1.selections.txt	108	2013	mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	12
