"sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf"
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",1,0.0570838227448963,6.49801957480162,1.35113017396563,6.82456140350877,5.89473684210526,7.29824561403509,1.40350877192982,0.0285416666666667,0.0142708333333333,0.0428125,0.0285416666666667,2.93622965033494,14.1334698731593,0.889150725746867,0.955291944239842,0.849398525520991,0.386068561741033,7.01647058823529,5.52,8.08,2.56,4.4375,6.8,6.96,2.80289567702971,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",2,0.10958427286064,6.19285707132985,1.42615360520153,6.4703196347032,5.20091324200913,7.21917808219178,2.01826484018265,0.0697348484848485,0.0431691919191919,0.092979797979798,0.0498106060606061,3.18258173126212,23.3378896294834,0.915653592502887,0.949933516683975,0.869810037190583,0.387685221856052,6.16941176470588,2.96,7.76,4.8,5.73333333333333,5.36,6.96,14.6006352757821,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",7,0.105834240709516,6.15548351467829,1.42246985390138,6.43735224586288,5.15130023640662,7.1371158392435,1.98581560283688,0.0648655913978495,0.0375537634408602,0.0887634408602151,0.0512096774193549,2.49121742628533,14.3014290295968,0.914765486482161,0.954487855610759,0.87313254757909,0.371125648383463,6.125,2.96,7.76,4.8,4.8,5.36,6.96,15.1179806201996,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",14,0.0966674954512112,6.03486787195213,1.4173535015608,6.27813712807244,5.00517464424321,6.96119016817594,1.95601552393273,0.0586904761904762,0.0310714285714286,0.0794047619047619,0.0483333333333333,3.49863882565203,26.411764613375,0.912752346301433,0.96195922716951,0.878030541645283,0.392660193269479,6.25379310344828,3.76,7.76,4,6.12,5.84,6.96,11.586107561515,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",18,0.113750975250779,6.23583133951874,1.39697069378674,6.53846153846154,5.34285714285714,7.18901098901099,1.84615384615385,0.0736029411764706,0.0501838235294118,0.0936764705882353,0.0434926470588235,3.59665933641236,26.5333827504796,0.910975211506597,0.945006077299919,0.860877111143313,0.371371848235236,6.07771428571429,3.28,8.4,5.12,5.625,5.2,7.76,22.5053015532935,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",21,0.113750975250779,6.26431248038593,1.40301193732306,6.6,5.31648351648352,7.24175824175824,1.92527472527473,0.0736029411764706,0.0434926470588235,0.0936764705882353,0.0501838235294118,2.55200765120102,14.2720610932732,0.914393290628663,0.947645051085533,0.866520276610068,0.394017296710305,6.17828571428571,3.76,8.88,5.12,5.625,5.36,6.96,14.0658134708084,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",24,0.115417656206835,6.31411633517838,1.37987952901732,6.65980498374865,5.47237269772481,7.19718309859155,1.72481040086674,0.0712867647058824,0.0441299019607843,0.0950490196078431,0.0509191176470588,2.98171709309911,17.6725488872138,0.910584706764494,0.948529778536712,0.863716710246243,0.378012072138797,6.384,4.24,7.76,3.52,4.09090909090909,5.2,6.8,13.8626970307967,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",26,0.114584315728806,6.23099810200678,1.39918182230602,6.4585152838428,5.21834061135371,7.24454148471616,2.02620087336245,0.0707720588235294,0.0438112745098039,0.0943627450980392,0.0505514705882353,2.52108825123324,13.5292496863891,0.915117560655636,0.948399092256636,0.867896663833912,0.332103656740422,6.16914285714286,3.6,7.92,4.32,6.07407407407407,5.36,6,5.58540665822647,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",29,0.116667666923876,6.31211307933141,1.37689468228561,6.64201500535906,5.45873526259378,7.18220793140407,1.72347266881029,0.07,0.04,0.0933333333333333,0.0533333333333333,3.06407461293122,17.8316492484192,0.907536292536963,0.948088602531573,0.860424815338054,0.352388087661872,6.18666666666667,3.92,7.28,3.36,5.38095238095238,5.2,6.96,15.085584947442,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",30,0.116250996684862,6.28370533058768,1.38978229177009,6.66881720430107,5.36129032258065,7.23655913978495,1.8752688172043,0.0730714285714286,0.0431785714285714,0.093,0.0498214285714286,2.45558037669822,11.3214245825607,0.911788567204212,0.947312761704589,0.863748945688892,0.374176648793616,6.21777777777778,3.12,8.24,5.12,4.125,5.2,7.12,16.5159874302396,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",32,0.117917677640917,6.27858507249368,1.37022866571244,6.59066808059385,5.36903499469777,7.22693531283139,1.85790031813362,0.0741190476190476,0.0437976190476191,0.0943333333333333,0.0505357142857143,2.28044447533244,10.5007925426661,0.911253699793619,0.945428117286939,0.861524869766639,0.344157963740712,6.36888888888889,4.08,7.76,3.68,6.78260869565217,5.2,6.48,10.8550306078607,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",34,0.11500098596782,6.24872779738632,1.44421283543586,6.56521739130435,5.2,7.29565217391304,2.09565217391304,0.0710294117647059,0.0439705882352941,0.0947058823529412,0.0507352941176471,2.7837032318506,16.1363263554578,0.917111513479561,0.947986583399484,0.869409410259819,0.367388621368878,6.25142857142857,3.92,8.4,4.48,4.96428571428571,5.04,6.8,15.304216613347,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",38,0.112917634772751,6.26015689079738,1.40438683842403,6.61683277962348,5.3765227021041,7.13067552602436,1.75415282392027,0.0697426470588235,0.0431740196078431,0.0896691176470588,0.0464950980392157,2.52278010258874,12.1276368941939,0.913068796567362,0.948028926350664,0.865615630894048,0.389744118906243,6.21028571428571,3.76,7.76,4,4.2,5.2,6.64,12.7526581910614,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",43,0.112917634772751,6.27402879468992,1.37725860898212,6.55481727574751,5.36766334440753,7.21040974529347,1.84274640088594,0.0697426470588235,0.0431740196078431,0.0929901960784314,0.0498161764705882,2.13218223057557,8.70601695783727,0.910919744802121,0.948564278736501,0.864065930715061,0.34314684718484,6.34285714285714,4.08,7.6,3.52,5.40909090909091,5.2,6.64,12.7526581910614,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",46,0.113334305011765,6.2501297007519,1.42838043857237,6.60706401766004,5.31788079470199,7.25165562913907,1.93377483443709,0.0733333333333333,0.0433333333333333,0.0933333333333333,0.05,2.03647351483485,8.50750244948077,0.91721436955883,0.948204740882303,0.869707013621056,0.398718335727077,6.23314285714286,3.44,7.92,4.48,5.28571428571429,5.2,6.8,14.1175260203334,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",50,0.112084294294723,6.16090666181371,1.50526971753509,6.52678571428571,5.20535714285714,7.10714285714286,1.90178571428571,0.0713257575757576,0.0441540404040404,0.0917045454545454,0.047550505050505,2.90202524197353,16.5155280874799,0.922201205454392,0.950326976353278,0.876392683168821,0.469181722329398,6.16470588235294,2.96,8.24,5.28,4,5.2,7.12,17.1299646581296,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",55,0.114167645489793,6.22366987692841,1.35881680263864,6.53778751369113,5.3986856516977,7.0460021905805,1.6473165388828,0.0738725490196078,0.0436519607843137,0.0906617647058824,0.0470098039215686,3.5761138275119,21.4812577412237,0.904163555107126,0.947423644988079,0.856625931044973,0.34746882997479,6.20571428571429,3.76,7.92,4.16,4.07692307692308,5.2,6.8,14.0144783851485,6.8
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",59,0.109584272860641,6.22424453162698,1.37647514327128,6.57077625570776,5.35616438356164,7.07305936073059,1.71689497716895,0.0664141414141414,0.0398484848484848,0.0863383838383838,0.046489898989899,2.8196475632768,14.7683688457042,0.908389115806572,0.950675322627457,0.863583115740683,0.354080539857643,6.16,3.12,8.24,5.12,3.59375,5.2,6.96,16.0606988033603,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",63,0.112917634772751,6.28259870884208,1.40074436050314,6.63455149501661,5.35880398671096,7.19269102990033,1.83388704318937,0.0730637254901961,0.0464950980392157,0.0929901960784314,0.0464950980392157,2.85789394354487,16.8954252541245,0.910971746206502,0.946354980103996,0.862102648756557,0.357060625298071,6.24228571428571,3.44,7.92,4.48,4.10714285714286,5.2,7.6,21.2544303184356,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",67,0.111667624055709,6.21460455682203,1.41023432428001,6.52743561030235,5.21948488241881,7.17245240761478,1.95296752519597,0.0710606060606061,0.0406060606060606,0.0913636363636364,0.0507575757575758,2.4148924604675,11.9872818845821,0.91563752427354,0.949014939328545,0.868953689545393,0.365532309027589,6.24941176470588,4.08,8.24,4.16,3.61538461538461,5.36,7.92,22.9251765822729,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",71,0.111250953816695,6.24125942308267,1.38938241082997,6.47415730337079,5.37752808988764,7.13033707865169,1.75280898876405,0.0707954545454546,0.0438257575757576,0.0910227272727273,0.0471969696969697,2.20830281196265,9.86872560527375,0.913421207524473,0.948883933031399,0.866730707910111,0.36582413099708,6.15058823529412,2.96,7.76,4.8,4.76666666666667,5.36,7.12,15.8200890834599,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",73,0.115000985967821,6.24550253254711,1.41241809394725,6.52173913043478,5.31304347826087,7.22608695652174,1.91304347826087,0.0744117647058824,0.0439705882352941,0.0980882352941177,0.0541176470588235,2.5038283739508,12.9849144374941,0.915502441893811,0.947094528556494,0.867067353597738,0.365785812314657,6.30628571428571,3.76,8.08,4.32,5.62962962962963,5.36,6.32,8.34775451637101,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",76,0.109584272860639,6.17341831912129,1.47662899799194,6.57990867579909,5.20091324200913,7.09132420091324,1.89041095890411,0.0730555555555556,0.0431691919191919,0.0896590909090909,0.046489898989899,2.23940271798187,9.97076427447027,0.923414941468196,0.950017745718371,0.877260581056277,0.479180825123989,6.29176470588235,2.8,8.24,5.44,6.38235294117647,5.2,6.96,16.0606988033606,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",78,0.112084294294723,6.25953418194004,1.36903055469576,6.61607142857143,5.47321428571429,7.10714285714286,1.63392857142857,0.0713257575757576,0.0441540404040404,0.0917045454545454,0.047550505050505,2.53796139720951,11.2326375516356,0.906147847524231,0.948748817942092,0.859706699219386,0.355103441099416,6.13176470588235,3.92,7.44,3.52,6.59090909090909,5.2,6.96,15.7024676032854,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",82,0.113334305011765,6.30435307559234,1.41977537794972,6.6158940397351,5.37969094922737,7.32229580573951,1.94260485651214,0.0733333333333333,0.0466666666666667,0.0933333333333333,0.0466666666666667,2.41226738009417,12.0983879870905,0.917346004427535,0.947260954925883,0.86896605215147,0.389532852734527,6.192,2.96,8.24,5.28,5.12121212121212,5.2,6.96,15.5292786223668,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",86,0.112500964533737,6.26868253424902,1.3924228044606,6.49333333333333,5.35555555555556,7.14222222222222,1.78666666666667,0.0727941176470588,0.0430147058823529,0.0926470588235294,0.0496323529411765,2.67230703335319,13.9940505341006,0.912126230993891,0.948521714122369,0.865171536118301,0.354407326303284,6.19294117647059,3.92,8.24,4.32,4.81481481481482,5.2,6.8,14.2221002871508,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",90,0.113334305011765,6.30365626912536,1.40926060852066,6.65121412803532,5.38852097130243,7.25165562913907,1.86313465783664,0.0733333333333333,0.0466666666666667,0.0933333333333333,0.0466666666666667,2.94455111209014,17.8258991024856,0.910279175783427,0.947826479606605,0.862786706642007,0.364575930577859,6.15085714285714,3.12,7.92,4.8,4.56666666666667,5.2,6.96,15.5292786223668,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",95,0.112917634772753,6.3025051454919,1.37307578755772,6.60797342192691,5.46511627906977,7.21926910299003,1.75415282392027,0.0730637254901961,0.0464950980392157,0.0929901960784314,0.0464950980392157,3.12484640294014,19.2692232992541,0.908452133604877,0.94733042940659,0.860604349823241,0.346453428394476,6.26971428571429,4.24,7.44,3.2,4.55,5.36,6.16,7.08481010614508,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",99,0.112500964533737,6.27559105340175,1.42668755808213,6.59111111111111,5.31111111111111,7.26666666666667,1.95555555555556,0.0694852941176471,0.0430147058823529,0.0926470588235294,0.0496323529411765,2.06837239946836,9.03207478149018,0.918113358085163,0.949164080951215,0.871440221735937,0.39271396777222,6.15058823529412,2.96,7.76,4.8,4.63333333333333,5.2,6.96,15.6443103158658,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",103,0.112500964533737,6.28513523807088,1.37379447071188,6.58222222222222,5.42666666666667,7.22222222222222,1.79555555555556,0.0694852941176471,0.0430147058823529,0.0893382352941176,0.0463235294117647,2.44753948515349,12.8500802739393,0.912912103624476,0.949461891041343,0.866775252261825,0.369568941661084,6.35294117647059,3.92,7.76,3.84,4.75,5.2,7.12,17.0665203445809,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",106,0.114167645489793,6.1982292458514,1.51316363397365,6.56407447973713,5.24096385542169,7.22124863088719,1.9802847754655,0.0738725490196078,0.0470098039215686,0.0940196078431373,0.0470098039215686,2.70770134313219,14.9095775462792,0.92009516155439,0.947306384796458,0.871612021160802,0.486793417255109,6.24228571428571,4.08,8.4,4.32,5.92592592592593,5.2,7.76,22.4231654162375,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",110,0.113334305011765,6.3175852966473,1.39310756302232,6.6953642384106,5.37969094922737,7.28697571743929,1.90728476821192,0.0733333333333333,0.0433333333333333,0.0933333333333333,0.05,2.43653209967105,11.6922818420116,0.910765626260902,0.948034414606827,0.863437157336274,0.341468181709933,6.32914285714286,3.92,7.92,4,4.84,5.2,6.96,15.5292786223668,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",114,0.112084294294721,6.28681886966634,1.41574941730354,6.63392857142857,5.32142857142857,7.30357142857143,1.98214285714286,0.0713257575757576,0.0441540404040404,0.0917045454545454,0.047550505050505,2.20275753265777,10.5390332139838,0.916677282322284,0.950312839563108,0.871130191126683,0.374263023616821,6.12235294117647,3.12,7.76,4.64,4.55172413793103,5.2,7.12,17.1299646581298,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",117,0.112917634772749,6.18252318121414,1.47541231294272,6.53709856035437,5.19933554817276,7.18383167220377,1.98449612403101,0.0730637254901961,0.0431740196078431,0.0929901960784314,0.0498161764705882,2.12465342214699,9.12305256594045,0.923074343239198,0.948928458808332,0.875931513895486,0.462855459114201,6.25142857142857,3.6,8.24,4.64,3.96551724137931,5.2,6.96,15.5865822335197,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",120,0.109584272860641,6.30134300087408,1.40007030808233,6.61643835616438,5.35616438356164,7.2648401826484,1.90867579908676,0.0697348484848485,0.0398484848484848,0.0896590909090909,0.0498106060606061,3.10397487519708,18.987911622902,0.911845247691945,0.951074044449418,0.867232347634359,0.36109897264459,6.35294117647059,3.92,8.56,4.64,3.68965517241379,5.2,6.96,16.0606988033603,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",124,0.110417613338669,6.23891076394974,1.3999263232012,6.50849377123443,5.28539071347678,7.20611551528879,1.920724801812,0.0702651515151515,0.0401515151515151,0.0903409090909091,0.0501893939393939,2.987205910961,19.4081082008407,0.914566688912994,0.950334325863528,0.869144117765369,0.370163743556966,6.29176470588235,3.92,7.6,3.68,4,5.2,7.12,17.3885301624031,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",127,0.113750975250777,6.24544308526069,1.37340780580758,6.47692307692308,5.31648351648352,7.18021978021978,1.86373626373626,0.0736029411764706,0.0434926470588235,0.0936764705882353,0.0501838235294118,2.07758428868975,8.63730032858028,0.913337572739352,0.948319687863964,0.866136001894613,0.360102154994325,6.32,4.08,8.4,4.32,5.74074074074074,5.2,6.64,12.6592321237277,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",130,0.111250953816693,6.16379209325557,1.40073740353581,6.43820224719101,5.18876404494382,7.07640449438202,1.8876404494382,0.0707954545454546,0.0404545454545455,0.0910227272727273,0.0505681818181818,2.19766369134134,9.44151022225453,0.916973803633419,0.950524862336157,0.871606398464518,0.388663940040931,6.06588235294118,3.92,7.76,3.84,5,5.2,6.8,14.381899166782,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",135,0.115834326445846,6.30550059787944,1.37184045636509,6.63282937365011,5.46652267818574,7.20302375809935,1.73650107991361,0.0728095238095238,0.0463333333333333,0.0926666666666667,0.0463333333333333,2.49320579178009,12.4674061756892,0.911459265183233,0.94596688360579,0.862210280619007,0.355909425517292,6.47555555555556,3.76,8.4,4.64,5.96551724137931,5.2,6.96,15.1941143355534,6.96
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",138,0.112917634772753,6.28824160923864,1.37457877587434,6.63455149501661,5.4296788482835,7.23698781838317,1.80730897009967,0.0730637254901961,0.0431740196078431,0.0929901960784314,0.0498161764705882,2.00281985064769,8.04193845365638,0.91200949374115,0.947751873028473,0.864358705912925,0.359545947794274,6.256,4.08,8.56,4.48,4.21428571428571,5.2,6.48,11.3356961698321,7.12
"397_SUR_02-Feb-2021_09.21_10.32_AAE-6.wav",142,0.112500964533737,6.32440832414487,1.38707877109682,6.66222222222222,5.46222222222222,7.25777777777778,1.79555555555556,0.0694852941176471,0.0430147058823529,0.0926470588235294,0.0496323529411765,2.01667636626406,8.20129447586011,0.916068603615108,0.949063894672625,0.869407636734267,0.364982082214783,6.18352941176471,3.92,7.92,4,4.68,5.2,6.96,15.6443103158658,6.96
