"sound.files","selec","start","end","bottom.freq","top.freq","orig.sound.file","label"
"calibration_sound_for_audiomoths_and_soundmeter.wav",28,157.9975,162.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",29,163.9975,168.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",30,169.9975,174.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",31,175.9975,180.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",32,181.9975,186.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",33,187.9975,192.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",34,193.9975,198.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",35,199.9975,204.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",36,205.9975,210.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",37,211.9975,216.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",38,217.9975,222.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",39,223.9975,228.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",40,229.9975,234.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",41,235.9975,240.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",42,241.9975,246.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",43,247.9975,252.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",44,253.9975,258.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",45,259.9975,264.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",46,265.9975,270.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",47,271.9975,276.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",48,277.9975,282.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",49,283.9975,288.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",50,289.9975,294.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",51,295.9975,300.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",52,301.9975,306.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",53,307.9975,312.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",54,313.9975,318.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",55,319.9975,324.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",56,325.9975,330.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",57,331.9975,336.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",58,337.9975,342.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",59,343.9975,348.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",60,349.9975,354.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",61,355.9975,360.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",62,361.9975,366.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",63,367.9975,372.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",64,373.9975,378.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",65,379.9975,384.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",66,385.9975,390.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",67,391.9975,396.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",68,397.9975,402.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",69,403.9975,408.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",70,409.9975,414.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",71,415.9975,420.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",72,421.9975,426.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",73,427.9975,432.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",74,433.9975,438.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",75,439.9975,444.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",76,445.9975,450.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",77,451.9975,456.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",78,457.9975,462.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",79,463.9975,468.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",80,469.9975,474.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",81,475.9975,480.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",82,481.9975,486.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",83,487.9975,492.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",84,493.9975,498.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",85,499.9975,504.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",86,505.9975,510.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",87,511.9975,516.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",88,517.9975,522.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",89,523.9975,528.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",90,529.9975,534.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",91,535.9975,540.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",92,541.9975,546.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",93,547.9975,552.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",94,553.9975,558.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",95,559.9975,564.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",96,565.9975,570.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",97,571.9975,576.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",98,577.9975,582.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",99,583.9975,588.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",100,589.9975,594.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",101,595.9975,600.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",102,601.9975,606.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",103,607.9975,612.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",104,613.9975,618.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",105,619.9975,624.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",106,625.9975,630.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",107,631.9975,636.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",108,637.9975,642.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",109,643.9975,648.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",110,649.9975,654.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",111,655.9975,660.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",112,661.9975,666.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",113,667.9975,672.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",114,673.9975,678.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",115,679.9975,684.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",116,685.9975,690.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",117,691.9975,696.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",118,697.9975,702.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",119,703.9975,708.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",120,709.9975,714.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",121,715.9975,720.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",122,721.9975,726.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",123,727.9975,732.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",124,733.9975,738.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",125,739.9975,744.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",126,745.9975,750.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",127,751.9975,756.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",128,757.9975,762.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",129,763.9975,768.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",130,769.9975,774.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",131,775.9975,780.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",132,781.9975,786.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",133,787.9975,792.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
"calibration_sound_for_audiomoths_and_soundmeter.wav",134,793.9975,798.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",135,799.9975,804.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0316"
"calibration_sound_for_audiomoths_and_soundmeter.wav",136,805.9975,810.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.01"
"calibration_sound_for_audiomoths_and_soundmeter.wav",137,811.9975,816.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.0032"
"calibration_sound_for_audiomoths_and_soundmeter.wav",138,817.9975,822.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.001"
"calibration_sound_for_audiomoths_and_soundmeter.wav",139,823.9975,828.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","3e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",140,829.9975,834.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1e-04"
"calibration_sound_for_audiomoths_and_soundmeter.wav",141,835.9975,840.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0"
"calibration_sound_for_audiomoths_and_soundmeter.wav",142,841.9975,846.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","1"
"calibration_sound_for_audiomoths_and_soundmeter.wav",143,847.9975,852.9975,6.25,6.75,"tones_for_amplitude_test_soundmeter.wav-song_tones_for_amplitude_test_soundmeter.wav","0.3162"
