Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Treatment	Saturation
14	Waveform 1	1	2626.531253360	2640.149735036	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2626.531	Coordination	No
14	Spectrogram 1	1	2626.531253360	2640.149735036	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2626.531	Coordination	No
15	Waveform 1	1	2640.677472075	2646.257180179	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2640.677	Normal	No
15	Spectrogram 1	1	2640.677472075	2646.257180179	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2640.677	Normal	No
16	Waveform 1	1	2657.485250983	2674.136997317	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2657.485	Normal	No
16	Spectrogram 1	1	2657.485250983	2674.136997317	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	2657.485	Normal	No
17	Waveform 1	1	4030.009535692	4040.380683542	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4030.010	BIN	No
17	Spectrogram 1	1	4030.009535692	4040.380683542	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4030.010	BIN	No
18	Waveform 1	1	4012.908895335	4022.083582881	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4012.909	Normal	No
18	Spectrogram 1	1	4012.908895335	4022.083582881	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4012.909	Normal	No
19	Waveform 1	1	4023.397458699	4029.445263120	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4023.397	Coordination	No
19	Spectrogram 1	1	4023.397458699	4029.445263120	0.0	24000.0	416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	D:\Audiomoth_recordings\sound_files_2021\416_SUR_08-Feb-2021_07.36_10.47_A3C.WAV	4023.397	Coordination	No
