Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
6	Waveform 1	1	4.889714759	5.050675120	2470.6	12705.9	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction
6	Spectrogram 1	1	4.889714759	5.050675120	2470.6	12705.9	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	Before_interaction
7	Waveform 1	1	29.433994675	29.577553916	1411.8	12000.0	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
7	Spectrogram 1	1	29.433994675	29.577553916	1411.8	12000.0	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
8	Waveform 1	1	30.195293681	30.334502642	3000.0	11823.5	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
8	Spectrogram 1	1	30.195293681	30.334502642	3000.0	11823.5	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
9	Waveform 1	1	31.004445768	31.134954169	1764.7	11294.1	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
9	Spectrogram 1	1	31.004445768	31.134954169	1764.7	11294.1	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
10	Waveform 1	1	31.630886092	31.765744773	1764.7	11647.1	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
10	Spectrogram 1	1	31.630886092	31.765744773	1764.7	11647.1	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
11	Waveform 1	1	32.318230338	32.457439299	1941.2	9705.9	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
11	Spectrogram 1	1	32.318230338	32.457439299	1941.2	9705.9	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
12	Waveform 1	1	32.983823183	33.109981304	1411.8	12000.0	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
12	Spectrogram 1	1	32.983823183	33.109981304	1411.8	12000.0	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
13	Waveform 1	1	33.827777490	33.945235051	2294.1	13058.8	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
13	Spectrogram 1	1	33.827777490	33.945235051	2294.1	13058.8	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
14	Waveform 1	1	34.397664175	34.545573696	1764.7	12882.4	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
14	Spectrogram 1	1	34.397664175	34.545573696	1764.7	12882.4	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
16	Waveform 1	1	34.928398339	35.076307860	1764.7	10588.2	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
16	Spectrogram 1	1	34.928398339	35.076307860	1764.7	10588.2	D:\LBH_display_videos\B&A_interactions\108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	108.LOC.2013.4.10.07.16.(1)-C2_audio.mp3	After_interaction
