Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
6	Waveform 1	1	14.874082218	14.969112132	4367.4	10856.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
6	Spectrogram 1	1	14.874082218	14.969112132	4367.4	10856.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
7	Waveform 1	1	14.387529055	14.474956576	3369.2	9857.9	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
7	Spectrogram 1	1	14.387529055	14.474956576	3369.2	9857.9	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
8	Waveform 1	1	13.874367516	13.976999824	3743.5	10232.3	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
8	Spectrogram 1	1	13.874367516	13.976999824	3743.5	10232.3	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
9	Waveform 1	1	13.391615550	13.482844268	4617.0	10232.3	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
9	Spectrogram 1	1	13.391615550	13.482844268	4617.0	10232.3	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
10	Waveform 1	1	12.908863582	13.007694693	4367.4	10481.8	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
10	Spectrogram 1	1	12.908863582	13.007694693	4367.4	10481.8	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	Before_interaction
11	Waveform 1	1	40.919881203	41.014911118	4492.2	10606.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
11	Spectrogram 1	1	40.919881203	41.014911118	4492.2	10606.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
12	Waveform 1	1	40.486544792	40.577773510	5490.5	10357.0	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
12	Spectrogram 1	1	40.486544792	40.577773510	5490.5	10357.0	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
13	Waveform 1	1	41.440645135	41.535675050	5490.5	9982.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
13	Spectrogram 1	1	41.440645135	41.535675050	5490.5	9982.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
14	Waveform 1	1	42.200884452	42.284510777	5740.0	10856.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
14	Spectrogram 1	1	42.200884452	42.284510777	5740.0	10856.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
15	Waveform 1	1	42.664630437	42.748256762	5116.1	9857.9	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
15	Spectrogram 1	1	42.664630437	42.748256762	5116.1	9857.9	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
16	Waveform 1	1	43.124575224	43.227207531	5365.7	10606.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
16	Spectrogram 1	1	43.124575224	43.227207531	5365.7	10606.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
17	Waveform 1	1	43.580718814	43.679549925	5116.1	9982.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
17	Spectrogram 1	1	43.580718814	43.679549925	5116.1	9982.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	176.SUR.2013.3.18.07.17.(1)-C1_audio.mp3	After_interaction
