Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
13	Spectrogram 1	1	78.036830938	78.157997854	882.4	12529.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
14	Waveform 1	1	78.703248974	78.820376993	2117.6	11823.5	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
14	Spectrogram 1	1	78.703248974	78.820376993	2117.6	11823.5	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
15	Waveform 1	1	79.248500095	79.361589216	1235.3	10764.7	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
15	Spectrogram 1	1	79.248500095	79.361589216	1235.3	10764.7	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
16	Waveform 1	1	79.785673421	79.890684748	176.5	11294.1	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
16	Spectrogram 1	1	79.785673421	79.890684748	176.5	11294.1	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
17	Waveform 1	1	80.274379961	80.391507980	882.4	11117.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
17	Spectrogram 1	1	80.274379961	80.391507980	882.4	11117.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
18	Waveform 1	1	80.779242110	80.896370128	1411.8	11470.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
18	Spectrogram 1	1	80.779242110	80.896370128	1411.8	11470.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
19	Waveform 1	1	81.328532128	81.445660146	1764.7	11294.1	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
19	Spectrogram 1	1	81.328532128	81.445660146	1764.7	11294.1	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
20	Waveform 1	1	81.857627659	81.978794575	529.4	11470.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
20	Spectrogram 1	1	81.857627659	81.978794575	529.4	11470.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	124.SJA.2013.6.25.07.38.(3)-C2_audio.mp3	After_interaction
