Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
13	Spectrogram 1	1	40.367863486	40.527874726	3030.5	11862.1	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
14	Waveform 1	1	40.860959346	41.017705050	3636.5	11775.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
14	Spectrogram 1	1	40.860959346	41.017705050	3636.5	11775.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
15	Waveform 1	1	41.347524135	41.494473233	3290.2	12381.6	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
15	Spectrogram 1	1	41.347524135	41.494473233	3290.2	12381.6	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
16	Waveform 1	1	41.817761247	41.981038022	3550.0	10736.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
16	Spectrogram 1	1	41.817761247	41.981038022	3550.0	10736.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
17	Waveform 1	1	42.307591569	42.454540666	2943.9	11948.7	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
17	Spectrogram 1	1	42.307591569	42.454540666	2943.9	11948.7	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
18	Waveform 1	1	42.823546177	42.973760810	3117.0	12121.8	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
18	Spectrogram 1	1	42.823546177	42.973760810	3117.0	12121.8	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
19	Waveform 1	1	43.310110966	43.440732386	3982.9	11862.1	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
19	Spectrogram 1	1	43.310110966	43.440732386	3982.9	11862.1	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
20	Waveform 1	1	43.809737897	43.940359317	3636.5	11775.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
20	Spectrogram 1	1	43.809737897	43.940359317	3636.5	11775.5	D:\LBH_display_videos\B&A_interactions\0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	0.HC1.2013.6.5.07.12.(1)-C1_audio.mp3	After_interaction
