Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
1	Waveform 1	1	10.692406480	10.817368548	3000.0	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
1	Spectrogram 1	1	10.692406480	10.817368548	3000.0	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
2	Waveform 1	1	10.214290743	10.350119077	3176.5	11117.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
2	Spectrogram 1	1	10.214290743	10.350119077	3176.5	11117.6	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
3	Waveform 1	1	9.709009338	9.855703939	3176.5	9705.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
3	Spectrogram 1	1	9.709009338	9.855703939	3176.5	9705.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
4	Waveform 1	1	9.220027341	9.339556276	3352.9	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
4	Spectrogram 1	1	9.220027341	9.339556276	3352.9	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
5	Waveform 1	1	8.731045337	8.866873672	1764.7	10588.2	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
5	Spectrogram 1	1	8.731045337	8.866873672	1764.7	10588.2	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
6	Waveform 1	1	8.187731999	8.307260933	2117.6	9352.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
6	Spectrogram 1	1	8.187731999	8.307260933	2117.6	9352.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
7	Waveform 1	1	7.671584328	7.785680129	3176.5	9000.0	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
7	Spectrogram 1	1	7.671584328	7.785680129	3176.5	9000.0	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
8	Waveform 1	1	7.204334857	7.329296925	2823.5	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
8	Spectrogram 1	1	7.204334857	7.329296925	2823.5	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
9	Waveform 1	1	6.720785986	6.834881787	3176.5	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
9	Spectrogram 1	1	6.720785986	6.834881787	3176.5	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
10	Waveform 1	1	6.248103382	6.378498583	2823.5	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
10	Spectrogram 1	1	6.248103382	6.378498583	2823.5	10058.8	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	Before_interaction
11	Waveform 1	1	19.917866947	20.037395882	3882.4	9352.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
11	Spectrogram 1	1	19.917866947	20.037395882	3882.4	9352.9	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
12	Waveform 1	1	20.613308020	20.732836955	3882.4	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
12	Spectrogram 1	1	20.613308020	20.732836955	3882.4	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
13	Waveform 1	1	21.259850893	21.379379827	705.9	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
13	Spectrogram 1	1	21.259850893	21.379379827	705.9	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
14	Waveform 1	1	21.928126299	22.063954633	882.4	10588.2	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
14	Spectrogram 1	1	21.928126299	22.063954633	882.4	10588.2	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
15	Waveform 1	1	22.612701105	22.732230039	882.4	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
15	Spectrogram 1	1	22.612701105	22.732230039	882.4	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
16	Waveform 1	1	23.264677111	23.378772912	1235.3	9529.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
16	Spectrogram 1	1	23.264677111	23.378772912	1235.3	9529.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
17	Waveform 1	1	23.911219983	24.036182051	1235.3	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
17	Spectrogram 1	1	23.911219983	24.036182051	1235.3	9882.4	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
18	Waveform 1	1	24.459966447	24.579495381	1941.2	10235.3	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
18	Spectrogram 1	1	24.459966447	24.579495381	1941.2	10235.3	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
19	Waveform 1	1	24.976114118	25.106509319	882.4	10588.2	D:\LBH_display_videos\B&A_interactions\124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	124.SJA.2013.6.27.07.33.(1)-C9_audio.mp3	After_interaction
