Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
9	Spectrogram 1	1	11.953441584	12.066246598	2117.6	11294.1	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
10	Waveform 1	1	12.556364933	12.676949603	2294.1	12000.0	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
10	Spectrogram 1	1	12.556364933	12.676949603	2294.1	12000.0	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
11	Waveform 1	1	13.268203467	13.416016934	2823.5	12176.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
11	Spectrogram 1	1	13.268203467	13.416016934	2823.5	12176.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
12	Waveform 1	1	13.972262346	14.108406328	2470.6	13058.8	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
12	Spectrogram 1	1	13.972262346	14.108406328	2470.6	13058.8	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
13	Waveform 1	1	14.758007614	14.878592283	1588.2	11470.6	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
13	Spectrogram 1	1	14.758007614	14.878592283	1588.2	11470.6	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
14	Waveform 1	1	15.263685261	15.399829243	2823.5	11823.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
14	Spectrogram 1	1	15.263685261	15.399829243	2823.5	11823.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
15	Waveform 1	1	15.757693424	15.862718782	3529.4	12352.9	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
15	Spectrogram 1	1	15.757693424	15.862718782	3529.4	12352.9	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
16	Waveform 1	1	16.426743850	16.547328520	2470.6	11823.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
16	Spectrogram 1	1	16.426743850	16.547328520	2470.6	11823.5	D:\LBH_display_videos\B&A_interactions\36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	36.SUR.2013.3.23.07.10.(3)-C2_audio.mp3	After_interaction
