Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
9	Spectrogram 1	1	4.787691617	4.891240720	2647.1	10941.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	Before_interaction
10	Waveform 1	1	4.105034575	4.193243070	1941.2	11117.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	Before_interaction
10	Spectrogram 1	1	4.105034575	4.193243070	1941.2	11117.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	Before_interaction
11	Waveform 1	1	15.928808032	16.036192286	2470.6	12000.0	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
11	Spectrogram 1	1	15.928808032	16.036192286	2470.6	12000.0	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
12	Waveform 1	1	16.308488075	16.408202026	2470.6	10588.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
12	Spectrogram 1	1	16.308488075	16.408202026	2470.6	10588.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
13	Waveform 1	1	16.707343879	16.807057829	2470.6	11117.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
13	Spectrogram 1	1	16.707343879	16.807057829	2470.6	11117.6	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
14	Waveform 1	1	17.121540290	17.244265152	2647.1	10764.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
14	Spectrogram 1	1	17.121540290	17.244265152	2647.1	10764.7	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
15	Waveform 1	1	17.562582765	17.669967019	2470.6	10588.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
15	Spectrogram 1	1	17.562582765	17.669967019	2470.6	10588.2	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
16	Waveform 1	1	18.034306450	18.145525857	2294.1	11294.1	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
16	Spectrogram 1	1	18.034306450	18.145525857	2294.1	11294.1	D:\LBH_display_videos\B&A_interactions\176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	176.SUR.2013.3.22.06.58.(1)-C6_audio.mp3	After_interaction
