Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Treatment
14	Waveform 1	1	28.106018082	28.254311784	3882.4	11470.6	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
14	Spectrogram 1	1	28.106018082	28.254311784	3882.4	11470.6	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
15	Waveform 1	1	28.721000787	28.873656069	4235.3	11294.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
15	Spectrogram 1	1	28.721000787	28.873656069	4235.3	11294.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
16	Waveform 1	1	29.370876128	29.493000353	2823.5	10941.2	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
16	Spectrogram 1	1	29.370876128	29.493000353	2823.5	10941.2	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
17	Waveform 1	1	29.990220413	30.103621479	4058.8	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
17	Spectrogram 1	1	29.990220413	30.103621479	4058.8	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
18	Waveform 1	1	30.648818913	30.779666297	3882.4	12529.4	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
18	Spectrogram 1	1	30.648818913	30.779666297	3882.4	12529.4	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
19	Waveform 1	1	31.346671628	31.473157433	3529.4	11647.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
19	Spectrogram 1	1	31.346671628	31.473157433	3529.4	11647.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
20	Waveform 1	1	31.856976426	31.979100651	3705.9	11294.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
20	Spectrogram 1	1	31.856976426	31.979100651	3705.9	11294.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
21	Waveform 1	1	32.437066496	32.537382823	3529.4	11647.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
21	Spectrogram 1	1	32.437066496	32.537382823	3529.4	11647.1	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
22	Waveform 1	1	32.925563396	33.052049201	3705.9	12176.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
22	Spectrogram 1	1	32.925563396	33.052049201	3705.9	12176.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
23	Waveform 1	1	33.562353999	33.688839803	3352.9	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
23	Spectrogram 1	1	33.562353999	33.688839803	3352.9	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
24	Waveform 1	1	34.037766161	34.172975125	4058.8	10764.7	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
24	Spectrogram 1	1	34.037766161	34.172975125	4058.8	10764.7	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
25	Waveform 1	1	34.543709380	34.687641502	3000.0	11470.6	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
25	Spectrogram 1	1	34.543709380	34.687641502	3000.0	11470.6	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
26	Waveform 1	1	35.206669459	35.315708946	2647.1	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
26	Spectrogram 1	1	35.206669459	35.315708946	2647.1	11823.5	D:\LBH_display_videos\B&A_interactions\0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	0.TR2.2013.4.16.07.03.(1)-C12_audio.mp3	After_interaction
